Method,Sink,Row_RISE_Mean,Row_RISE_Std,Row_MAS_Mean,Row_MAS_Std,Used,Skipped,Avg_Sample_Time_s
ifr_all_positions,last_line,0.7102848595916861,0.3910150907730644,0.7814585975371702,0.3367496155621128,100,0,46.26547327603679
ifr_all_positions,last_token,0.7074404421422333,0.3903867363258747,0.7732607560424379,0.34229294286779444,100,0,46.16400887399446
ifr_multi_hop_both,full_output,0.012878865636828043,0.05614262818359179,0.17317666854635164,0.04114468411778609,100,0,10.785344790131784
